symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,currentPrice,YOYPriceChange
IVZ,2017-12-31,USD,828800000,100800000,8900000,-997500000,-944400000,142100000,102500000,-944400000,None,883100000,-2898700000,1540000000,330800000,0,51800000,None,490600000,490600000,0,None,None,None,-51800000,None,-573700000,-43800000,18400000,4621200000,1463600000,393300000,393300000,494500000,536300000,3161200000,363200000,203800000,2658800000,1431200000,1227600000,None,None,None,39500000,134600000,3144400000,561800000,269700000,None,20900000,0,2582800000,None,2040200000,20900000,None,2040200000,34200000,226000000,1476800000,23000000,-577800000,2000000,196217971,897900000,2375400000,1477500000,46600000,109100000,446200000,26000000,834000000,None,-140700000,-140700000,140700000,-94600000,3400000,54900000,127200000,-112800000,-131200000,225200000,18500000,161000000,27900000,155100000,Common Stock,Ingersoll Rand Inc,"Ingersoll Rand Inc., founded in 1859, is an American worldwide provider of industrial equipment, technologies and related parts and services to a broad and diverse customer base through a family of brands.",1699150,NYSE,USD,USA,TECHNOLOGY,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,"800-A BEATY STREET, DAVIDSON, NC, US",December,2021-12-31,20972382000,987800000,38.41,1.103,22.07,0.02,0.0015,1.339,12.42,0.109,0.11,0.0227,0.0573,5152400000,1988500000,1.339,1.02,-0.061,65.64,38.41,22.83,4.07,2.449,4.398,22.16,1.481,62.64,44.99,57.31,53.38,407785000,2021-12-17,2022-03-08,36.5400,0.2043507
IPGP,2018-12-31,USD,393301000,3052000,None,14120000,165892000,80271000,160343000,18814000,135440000,404169000,-562999000,-166647000,0,176065000,176065000,None,None,None,None,None,0,None,-163882000,None,-365542000,-29197000,21053000000,127963000000,28787000000,3019000000,5807000000,7253000000,6884000000,96744000000,48976000000,65342000000,36349000000,11836000000,24513000000,16370000000,5012000000,2788000000,3162000000,4421000000,53400000000,16626000000,3824000000,4758000000,1261000000,500000000,36355000000,None,25859000000,761000000,25098000000,26359000000,7919000000,2646000000,74563000000,None,50172000000,25365000000,4516000000,43737000000,69675000000,33989000000,27111000000,23316000000,6950000000,13543000000,20421000000,438000000,-468000000,438000000,468000000,70143000000,156000000,7520000000,200000000,23317000000,2264000000,728000000,21053000000,21007000000,23785000000,23985000000,Common Stock,Intel Corporation,"Intel Corporation is an American multinational corporation and technology company headquartered in Santa Clara, California, in Silicon Valley. It is the world's largest semiconductor chip manufacturer by revenue, and is the developer of the x86 series of microprocessors, the processors found in most personal computers (PCs).",50863,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"2200 MISSION COLLEGE BLVD, RNB-4-151, SANTA CLARA, CA, US",December,2021-12-31,194275115000,33874000000,9.82,2.669,23.44,1.39,0.0313,4.86,19.47,0.251,0.279,0.0859,0.225,79023997000,43815000000,4.86,-0.209,0.028,54.4,9.82,13.35,2.458,1.923,2.443,5.66,0.536,66.66,43.63,50.62,52.93,4072000000,2022-03-01,2022-02-04,113.2900,-0.4709289
IQV,2018-12-31,USD,1254000000,480000000,None,390000000,363000000,1141000000,459000000,297000000,None,284000000,-810000000,-452000000,116000000,1405000000,1405000000,None,31000000,31000000,None,None,None,None,-1390000000,None,-68000000,-60000000,1988000000,92791000000,66692000000,724000000,724000000,None,953000000,49976000000,1241000000,1266000000,23547000000,10462000000,13085000000,None,631000000,None,65015000000,24858000000,75489000000,66108000000,None,352000000,1902000000,951000000,9381000000,None,7441000000,951000000,6490000000,7441000000,161000000,350000000,17201000000,2354000000,8317000000,6000000,569000000,3904000000,6030000000,2126000000,2291000000,2583000000,151000000,None,2396000000,None,-244000000,22000000,244000000,6274000000,159000000,133000000,586000000,2488000000,500000000,244000000,1988000000,1896000000,2732000000,3318000000,Common Stock,Intercontinental Exchange Inc,"The Intercontinental Exchange (ICE) is an American Fortune 500 company formed in 2000 that operates global exchanges, clearing houses and provides mortgage technology, data and listing services. The company owns exchanges for financial and commodity markets, and operates regulated exchanges and marketplaces.",1571949,NYSE,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","5660 NEW NORTHSIDE DRIVE,, THIRD FLOOR, ATLANTA, GA, US",December,2021-12-31,72181129000,4344000000,17.89,2.161,40.48,1.32,0.0123,7.18,12.71,0.568,0.496,0.0139,0.192,7146000000,7146000000,7.18,1.88,0.101,155.38,17.89,22.08,10.1,3.04,9.01,11.58,0.841,139.45,108.16,129.56,123.79,561852000,2022-03-31,2022-03-16,116.1700,0.186619
IRM,2017-12-31,USD,935549000,452933000,None,-2829000,36054000,639514000,2317306000,None,None,355131000,-2221878000,550678000,None,None,None,None,673635000,673635000,None,8716000,None,None,7574000,None,-760214000,-24563000,295665000,4598926000,1896544000,368046000,368046000,649448000,663663000,2673397000,880580000,1210175000,1572075000,415787000,1156288000,0,None,None,215387000,249727000,2914724000,768768000,338188000,None,6966000,5248000,2140864000,None,1639152000,6966000,1632186000,1644400000,369194000,191294000,1684202000,1726234000,3870621000,14470000,78947381,1472463000,3363284000,2531434000,1926256000,552630000,570144000,295469000,829341000,None,-65363000,-75420000,65363000,29928000,49778000,83400000,34694000,537045000,241380000,65363000,295665000,338278000,602408000,637102000,Common Stock,International Flavors & Fragrances Inc.,"International Flavors & Fragrances is an American corporation that produces flavors, fragrances, and cosmetic actives, which it markets globally. It is headquartered in New York City.",51253,NYSE,USD,USA,LIFE SCIENCES,INDUSTRIAL ORGANIC CHEMICALS,"521 W 57TH ST, NEW YORK, NY, US",December,2021-12-31,33954020000,2374000000,117.71,4.692,82.82,3.12,0.0237,-99999.99,47.97,0.0232,0.104,0.0286,-99999.99,11655999000,4108000000,1.1,-0.386,1.386,159.56,123.35,23.31,2.963,1.625,3.86,25.01,1.08,155.28,124.9,139.55,144.27,254547000,2022-01-07,2021-12-27,37.7300,0.1616379
JBHT,2018-12-31,USD,1087841000,123723000,None,179431000,137064000,435893000,995650000,130931000,None,489585000,-886773000,-208080000,66815000,150338000,150338000,None,104994000,104994000,None,None,0,None,-150338000,None,-7012000,None,2012000000,33576000000,6996000000,589000000,589000000,2241000000,3521000000,13469000000,13067000000,20494000000,3767000000,393000000,3374000000,1648000000,1648000000,402000000,250000000,1019000000,26214000000,4694000000,2413000000,56000000,639000000,8022000000,15201000000,None,2639000000,639000000,10015000000,10661000000,1642000000,560000000,7362000000,2332000000,7465000000,449000000,448916000,43714000000,46086000000,2372000000,15555000000,42391000000,1723000000,None,1323000000,198000000,-536000000,198000000,734000000,46622000000,214000000,1200000000,59000000,2457000000,445000000,724000000,1667000000,2145000000,3191000000,3250000000,Common Stock,International Paper Company,"The International Paper Company (NYSE: IP) is an American pulp and paper company, the largest such company in the world. The company is headquartered in Memphis, Tennessee.",51434,NYSE,USD,USA,MANUFACTURING,PAPER MILLS,"6400 POPLAR AVENUE, MEMPHIS, TN, US",December,2021-12-31,17094452000,2810000000,10.17,1.396,23.99,2,0.041,4.466,49.73,0.0905,0.086,0.0366,0.133,19363000000,5531000000,4.466,-0.284,-0.029,51.17,10.17,10.16,0.883,1.993,1.264,9.61,0.908,60.11,42.95,47.13,52.75,376364000,2022-03-15,2022-02-17,93.0400,-0.1908158
JKHY,2018-12-31,USD,412142000,62129000,None,-37991000,89317000,151986000,53273000,-21489000,None,365034000,-291826000,-203641000,None,48986000,48986000,None,105021000,105021000,None,7523000,125000000,None,-41287000,None,-83325000,None,618900000,15620300000,8182900000,673400000,673400000,None,7027200000,8311200000,790900000,1164400000,7065400000,2189500000,4875900000,None,None,None,476600000,428900000,13019600000,8123900000,6698100000,533900000,73800000,73700000,4895700000,None,3605700000,100000,3660200000,3679400000,818100000,812800000,2393200000,0,2400100000,38300000,383600000,-4289500000,9714400000,14003900000,8336200000,1008800000,166500000,None,8705600000,None,-101200000,21800000,123000000,7964100000,-69600000,165300000,202900000,818100000,199200000,123000000,637700000,505600000,941100000,1144000000,Common Stock,The Interpublic Group of Companies Inc,"The Interpublic Group of Companies, Inc. (IPG) is an American publicly traded advertising company. The company consists of five major networks: FCB, IPG Mediabrands, McCann Worldgroup, MullenLowe Group, and Marketing Specialists, as well as a number of independent specialty agencies in the areas of public relations, sports marketing, talent representation, and healthcare.",51644,NYSE,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING AGENCIES,"909 THIRD AVENUE, NEW YORK, NY, US",December,2021-12-31,14765620000,1725067000,15.68,6.8,8.06,1.08,0.0324,2.39,23.18,0.105,0.159,0.0538,0.307,9107900000,1852900000,2.39,2.227,0.116,41.36,15.68,13.81,1.621,4.483,1.659,10.12,1.032,39.98,25.85,36.63,35.61,393960000,2022-03-15,2022-02-28,126.5200,0.0817373
J,2018-07-31,USD,481152000,302430000,None,141269000,166206000,80731000,94884000,428930000,None,173142000,-1577607000,1142420000,-2679000,2981000,2981000,None,86569000,86569000,None,53584000,5784355000,None,80403000,None,19207000,-26758000,1329000000,5134000000,2422000000,1464000000,1716000000,None,137000000,2687000000,812000000,1382000000,1672000000,61000000,1611000000,452000000,13000000,252000000,551000000,215000000,2318000000,1743000000,178000000,584000000,50000000,50000000,184000000,None,388000000,50000000,None,388000000,198000000,119000000,2816000000,11050000000,8564000000,3000000,258616000,3645000000,6025000000,2319000000,978000000,1560000000,2298000000,1186000000,3487000000,None,-20000000,18000000,20000000,23000000,26000000,228000000,6000000,1566000000,237000000,20000000,1329000000,1315000000,1560000000,1592000000,Common Stock,Intuit Inc,"Intuit Inc. is an American business that specializes in financial software. Intuit's products include the tax preparation application TurboTax, personal finance app Mint and the small business accounting program QuickBooks.",896878,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2700 COAST AVENUE, MOUNTAIN VIEW, CA, US",July,2021-10-31,137953296000,2890000000,64.26,2.33,35.62,2.45,0.0044,7.58,37.86,0.203,0.244,0.128,0.279,10317000000,8000000000,7.58,0.093,0.517,742.37,64.26,41.15,13.37,14.0,13.14,44.53,1.054,716.03,363.32,568.11,550.2,283167000,2022-01-18,2022-01-07,67.6300,0.2828149
SJM,2018-12-31,USD,1218000000,198500000,None,39500000,-103400000,411100000,321900000,-54700000,-54000000,1338600000,-277600000,-922000000,-310000000,7000000,7000000,None,350300000,350300000,None,None,799600000,None,-7000000,None,25800000,7400000,1127900000,7846700000,4333200000,857900000,3063100000,409000000,682300000,2890600000,812000000,436200000,307300000,66700000,240600000,3995900000,1771300000,2205200000,178800000,194300000,1159200000,820600000,100700000,327300000,None,None,338600000,None,None,None,None,None,231800000,338600000,6678800000,None,1521700000,100000,114500000,2604100000,3824400000,2120900000,1120100000,1199400000,986600000,418100000,1404700000,None,80100000,80100000,None,3773000000,80100000,105900000,14200000,1282400000,154500000,None,1125000000,1130100000,1199400000,1213600000,Common Stock,Intuitive Surgical Inc,"Intuitive Surgical, Inc. is an American corporation that develops, manufactures, and markets robotic products designed to improve clinical outcomes of patients through minimally invasive surgery, most notably with the da Vinci Surgical System.",1035267,NASDAQ,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","1020 KIFER ROAD, SUNNYVALE, CA, US",December,2021-12-31,105001443000,2128400000,62.98,16.65,33.27,0,0,4.66,16.04,0.298,0.319,0.0921,0.159,5710100000,3958500000,4.66,0.024,0.167,335.9,62.98,53.76,18.39,8.44,16.85,45.15,1.189,369.69,227.47,310.01,322.2,357744000,None,None,93.4900,-0.2475048
JNJ,2018-12-31,USD,22201000000,5619000000,None,2107000000,2104000000,6929000000,3670000000,1185000000,644000000,15297000000,-3167000000,-18510000000,-2399000000,5868000000,5868000000,None,9494000000,9494000000,None,None,5000000,None,-5868000000,None,283000000,-241000000,882800000,30978400000,1430900000,1147700000,1430900000,None,None,10098200000,468700000,804800000,9333200000,2176100000,7157100000,613500000,296300000,283200000,11511900000,126100000,21646000000,581400000,None,61300000,284300000,284300000,326400000,None,2408800000,None,2408800000,2693100000,12972000000,11384800000,8578800000,3003600000,5884500000,98100000,397100000,3318000000,5314100000,1996100000,1494400000,1204900000,359600000,None,4109200000,21300000,-111500000,21300000,111500000,5311100000,-40000000,112400000,142100000,1137800000,255000000,111500000,883100000,542200000,1249300000,1391400000,Common Stock,Invesco Ltd,"Invesco Ltd. is an American independent investment management company that is headquartered in Atlanta, Georgia.",914208,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,"1555 PEACHTREE STREET NE, SUITE 1800, ATLANTA, GA, US",December,2021-12-31,10039765000,1927600000,7.29,0.777,24.9,0.68,0.0324,2.99,14.9,0.236,0.25,0.0311,0.124,6894500000,2307900000,2.99,1.02,0.082,30.73,7.29,7.59,1.456,0.669,2.558,6.64,1.196,29.0,20.02,22.96,24.88,460751000,2022-03-02,2022-02-15,129.0500,-0.076367
JCI,2018-12-31,USD,1520000000,989000000,None,644000000,579000000,824000000,645000000,513000000,103000000,2383000000,1568000000,-3749000000,107000000,300000000,300000000,None,954000000,954000000,None,None,1136000000,None,-234000000,None,-121000000,-106000000,404027000,2574450000,1805424000,544358000,1044790000,403579000,299291000,749861000,543068000,335507000,187861000,87139000,100722000,589734000,4737000,500432000,101546000,18932000,368215000,245774000,36302000,54019000,3671000,3671000,71436000,None,45378000,3671000,41707000,45378000,149279000,None,2205548000,224998000,1848500000,5000,52941607,800268000,1459874000,659606000,12981000,523405000,160244000,122769000,276863000,None,9057000,9057000,-9057000,1466005000,1933000,68231000,8170000,534253000,130226000,None,404169000,318475000,523405000,531575000,Common Stock,IPG Photonics Corporation,IPG Photonics is a manufacturer of fiber lasers.,1111928,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"50 OLD WEBSTER ROAD, OXFORD, MA, US",December,2021-12-31,7308813000,449093000,26.76,2.52,51.81,0,0,5.16,27.35,0.191,0.241,0.0722,0.104,1460860000,696398000,5.16,0.31,0.083,175.11,26.76,24.69,5.0,2.64,3.951,12.85,1.351,241.43,128.7,156.51,175.6,52939000,2012-12-28,2012-12-19,29.6500,-0.221989
JPM,2018-12-31,USD,15614000000,21152000000,None,18290000000,156206000000,7791000000,None,-5849000000,None,32474000000,-199420000000,34158000000,41891000000,19983000000,19983000000,None,10109000000,10109000000,None,None,71662000000,1696000000,-18287000000,None,-152511000000,-2863000000,259000000,22549000000,3874000000,891000000,938000000,None,2394000000,18226000000,434000000,567000000,17751000000,5951000000,11800000000,148000000,41000000,47000000,322000000,280000000,15595000000,3534000000,437000000,1007000000,100000000,100000000,11325000000,None,22063000000,100000000,10907000000,22063000000,32000000,418000000,6714000000,4770000000,807000000,10901000000,197500000,7196000000,9996000000,2800000000,6746000000,741000000,1716000000,None,2800000000,8000000,-414000000,8000000,414000000,10410000000,-5000000,125000000,1016000000,318000000,59000000,416000000,284000000,-14000000,732000000,1748000000,Common Stock,IQVIA Holdings Inc,"IQVIA, formerly Quintiles and IMS Health, Inc., is an American multinational company serving the combined industries of health information technology and clinical research. It is a provider of biopharmaceutical development and commercial outsourcing services, focused primarily on Phase I-IV clinical trials and associated laboratory and analytical services, including consulting services.",1478242,NYSE,USD,USA,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,"4820 EMPEROR BLVD., DURHAM, NC, US",December,2021-12-31,43520170000,2499000000,41.66,1.341,31.7,0,0,4.955,72.49,0.0696,0.104,0.0367,16.04,13874000000,4641000000,4.95,1.677,0.102,285.76,47.27,22.27,3.213,7.2,3.924,19.68,1.443,285.61,181.13,252.76,251.01,190485000,None,None,97.6200,-0.0871517
JNPR,2018-12-31,USD,861100000,120300000,None,-211000000,-25400000,210500000,147400000,-96300000,None,566900000,564800000,-968600000,None,756600000,756600000,None,249300000,249300000,None,56900000,0,None,-699700000,None,457300000,None,363351000,11857218000,1208114000,165485000,165485000,None,846889000,10730740000,4489557000,3111392000,5947552000,1506522000,4441030000,0,0,None,195740000,211995000,9996164000,1490775000,318765000,291224000,126406000,126406000,8249612000,None,8142823000,126406000,8016417000,8142823000,1364369000,111331000,1861054000,None,-2116367000,2863000,286321009,2606290000,4225761000,1225749000,0,808267000,1006983000,None,1225749000,6553000,-409648000,-405916000,3732000,4241328000,11692000,452740000,186774000,406104000,42753000,3732000,376976000,192258000,808267000,596610000,Common Stock,Iron Mountain Incorporated,"Iron Mountain Inc. (NYSE: IRM) is an American enterprise information management services company founded in 1951 and headquartered in Boston, Massachusetts.",1020569,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"ONE FEDERAL STREET, BOSTON, MA, US",December,2021-09-30,14092399000,1491800000,22.15,1.08,3.363,2.474,0.0586,2.197,15.19,0.145,0.196,0.0386,0.626,4391597000,2397576000,2.197,0.769,0.09,44.13,22.15,31.85,3.209,12.79,5.37,12.37,0.9,53.14,32.33,46.82,45.61,289550000,2022-01-06,2021-12-14,26.9100,-0.0557895
K,2017-12-31,USD,1536000000,975000000,None,115000000,10000000,516000000,578000000,-76000000,86000000,1344000000,-948000000,-566000000,-225000000,320000000,320000000,None,762000000,762000000,None,167000000,993000000,None,14000000,None,40000000,18000000,686263000,4465349000,1338728000,14612000,14612000,20688000,920767000,3126621000,2983331000,1687133000,113455000,73691000,39764000,None,16400000,0,99162000,29835000,2626024000,921844000,598594000,None,None,1087049000,1704180000,None,491300000,1087049000,1085649000,491300000,323250000,76661000,1839325000,2277001000,3803844000,1671000,109753008,6119972000,7189568000,1069596000,539960000,623789000,125878000,None,537006000,235000,-28785000,235000,28785000,-7370000,235000,None,383518000,595239000,-91024000,28785000,686263000,686263000,624024000,1007542000,Common Stock,J.B. Hunt Transport Services Inc,"J.B. Hunt Transport Services, Inc. is an American transportation and logistics company based in Lowell, Arkansas.",728535,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRUCKING (NO LOCAL),"615 JB HUNT CORPORATE DR, PO BOX 130, LOWELL, AR, US",December,2021-12-31,20607881000,1599982000,27.48,1.366,29.67,1.18,0.0085,7.14,114.16,0.0625,0.0859,0.103,0.266,12168302000,2022753000,7.14,0.582,0.277,214.48,27.48,22.57,1.694,6.35,1.704,19.83,1.074,208.44,146.76,196.24,181.44,105094000,2022-02-18,2022-02-03,67.9800,-0.0777371
KEY,2018-06-30,USD,2506000000,892000000,None,None,-13987000000,131000000,99000000,None,None,1866000000,-2482000000,-17000000,-148000000,1098000000,47000000,None,656000000,656000000,None,20000000,2306000000,412000000,405000000,None,7000000,None,365034000,2033058000,470742000,31440000,31440000,None,297271000,1276766000,285550000,364153000,982474000,332545000,649929000,None,None,None,123795000,110299000,710214000,448055000,30360000,448632000,0,0,262159000,None,0,None,None,0,97848000,12872000,1322844000,1055260000,1912933000,1033000,77261000,683465000,1536603000,853138000,873642000,357503000,171710000,90340000,271532000,575000,-1345000,575000,1920000,1894000,1894000,47975000,151986000,356158000,-8876000,1920000,376660000,376660000,358078000,544930000,Common Stock,Jack Henry & Associates Inc,"Jack Henry & Associates, Inc. is a technology company and payment processing service for the financial services industry.",779152,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"PO BOX 807, 663 HWY 60, MONETT, MO, US",June,2021-12-31,12820841000,500023000,37.78,2.441,17.47,1.84,0.0117,4.66,25.13,0.185,0.239,0.122,0.246,1866016000,694826000,4.66,0.383,0.169,182,37.78,36.63,6.87,9.87,6.84,20.49,0.601,178.94,144.51,167.2,165.83,72825000,2022-03-25,2022-03-07,19.5400,0.0426894
KEYS,2018-09-30,USD,555000000,79000000,None,266000000,150000000,310000000,132000000,89000000,61000000,165000000,-108000000,-341000000,40000000,120000000,120000000,None,None,None,None,0,None,None,-56000000,None,95000000,-9000000,163431000,12645795000,4556584000,634870000,793358000,None,2513934000,14850298000,257859000,455102000,5368952000,572952000,4796000000,150052000,502588000,158488000,1270430000,7831352000,6791450000,3145693000,776189000,442760000,4954000,4954000,2146877000,None,2146877000,4954000,2144167000,2702000,1840111000,None,5854345000,None,3809991000,142218000,142217933,2158550000,14984646000,8421223000,8421223000,387443000,1771107000,None,2506552000,8984000,-76760000,8984000,76760000,5514000,11314000,None,117856000,489063000,325632000,76760000,-4185000,10242000,565823000,683679000,Common Stock,Jacobs Engineering Group Inc,"Jacobs Engineering Group Inc. (NYSE: J) is an American international technical professional services firm. The company provides technical, professional and construction services, as well as scientific and specialty consulting for a broad range of clients globally, including companies, organizations, and government agencies.",52988,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,"155 NORTH LAKE AVENUE, PASADENA, CA, US",September,2021-12-31,15919534000,1392374000,54.47,1.224,47.0,0.84,0.0078,2.262,108.36,0.0251,0.0795,0.0508,0.0477,14091421000,3133166000,2.262,-0.475,0,158.92,54.47,16.45,1.13,2.547,1.292,21.1,0.818,149.26,111.11,130.5,135.32,129217000,2022-03-25,2022-02-24,66.2800,0.5909746
KMB,2018-04-30,USD,2970000000,659000000,None,571000000,94000000,882000000,877000000,-33000000,127000000,1445000000,-902000000,-2115000000,-34000000,800000000,800000000,None,1386000000,1386000000,None,None,507000000,None,-738000000,None,-77000000,-30000000,1338600000,15301200000,1555000000,192600000,192600000,854400000,385600000,25696500000,1729100000,1527200000,11858700000,5916500000,5942200000,None,45800000,10900000,122400000,12017100000,7410100000,1033800000,512100000,None,144000000,144000000,6376300000,None,4688000000,0,4688000000,4832000000,107700000,105100000,7891100000,None,2239200000,28900000,113572840,2836100000,7175300000,6283300000,4521000000,1044000000,1362900000,56000000,1768900000,None,-174100000,-174100000,174100000,-7700000,-8900000,206300000,214600000,861000000,-477600000,1700000,1338600000,1380300000,1044000000,1258600000,Common Stock,The J. M. Smucker Company,"The J. M. Smucker Company, also known as Smucker and Smucker's, is an American manufacturer of jam, peanut butter, jelly, fruit syrups, beverages, shortening, ice cream toppings, and other products in North America. Smucker's headquarters are located in Orrville, Ohio.",91419,NYSE,USD,USA,MANUFACTURING,"CANNED, FRUITS, VEG, PRESERVES, JAMS & JELLIES","ONE STRAWBERRY LANE, ORRVILLE, OH, US",April,2021-10-31,14874990000,1670800000,19.59,4.395,76.47,3.78,0.0296,7.01,72.16,0.0972,0.154,0.0458,0.0915,7904900000,3142100000,7.01,-0.059,0.008,134.21,19.59,15.6,1.882,1.818,2.488,11.9,0.304,144.76,108.37,138.25,130.72,108363000,2022-03-01,2022-02-10,103.5400,-0.2020039
KIM,2018-12-31,USD,614181000,212373000,16118000,4417000,47899000,360811000,10010000,-5062000,None,439671000,-294280000,-223874000,-17143000,0,0,None,503793000,506172000,None,None,1456000000,None,440946000,None,96027000,None,15297000000,152954000000,46033000000,18107000000,19687000000,8599000000,14098000000,99756000000,17035000000,24816000000,78064000000,47611000000,30453000000,10005000000,517000000,1580000000,3649000000,4182000000,93202000000,31230000000,7537000000,None,2800000000,2796000000,61972000000,None,30320000000,2636000000,27684000000,33116000000,13257000000,8589000000,59752000000,34362000000,106216000000,3120000000,2678200000,54490000000,80311000000,56630000000,27091000000,15371000000,22540000000,11901000000,39119000000,611000000,-1005000000,611000000,1005000000,81316000000,-1405000000,None,4400000000,17999000000,2702000000,1005000000,15297000000,13506000000,19004000000,23404000000,Common Stock,Johnson & Johnson,"Johnson & Johnson (J&J) is an American multinational corporation founded in 1886 that develops medical devices, pharmaceuticals, and consumer packaged goods. Its common stock is a component of the Dow Jones Industrial Average and the company is ranked No. 36 on the 2021 Fortune 500 list of the largest United States corporations by total revenue. Johnson & Johnson is one of the world's most valuable companies, and is one of only two U.S.-based companies that has a prime credit rating of AAA, higher than that of the United States government.",200406,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"ONE JOHNSON & JOHNSON PLZ, NEW BRUNSWICK, NJ, US",December,2021-12-31,436458815000,32637000000,21.25,1.55,28.16,4.19,0.0268,7.81,35.63,0.223,0.269,0.0884,0.304,93775004000,64020000000,7.81,1.723,0.104,186.44,21.25,15.58,4.654,6.11,4.612,17.62,0.711,176.63,147.72,168.94,167.33,2629270000,2022-03-08,2022-02-18,14.6500,-0.1928375
