symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
MLM,31/12/21,USD,1137700000,180200000,None,109800000,121200000,451700000,99000000,194400000,-73200000,702800000,-3474600000,2291400000,None,None,None,None,148400000,147800000,None,None,2896700000,None,1300000,None,-45500000,None,702500000,14393000000,2025600000,258400000,258400000,752600000,790800000,13611600000,6338000000,None,5624400000,2130000000,3494400000,None,None,None,137900000,426400000,7855400000,752600000,356200000,7800000,13400000,106000000,7445700000,191100000,5100900000,100000,5100800000,5100900000,142000000,673800000,6535300000,None,3161900000,600000,62400000,1348400000,5293000000,4587100000,4065600000,973800000,351000000,None,499800000,None,-142700000,-142700000,142700000,5435700000,24400000,None,38300000,855700000,153200000,142700000,702000000,763300000,998400000,1036700000,Common Stock,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc. is an American-based company. The company is a supplier of aggregates and heavy building materials, with operations spanning 26 states, Canada and the Caribbean. In particular, Martin Marietta supplies the resources for roads, sidewalks and foundations.",916076,NYSE,USD,USA,ENERGY & TRANSPORTATION,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),"2710 WYCLIFF ROAD, RALEIGH, NC, US",December,31/12/21,24066220000,1461800000,34.38,1.505,104.77,2.36,0.0067,11.22,81.49,0.138,0.199,0.0506,0.113,5084700000,1349000000,11.22,-0.146,0.265,458.4,34.38,27.55,4.733,3.661,5.32,19.85,0.757,446.46,310.99,404.2,381.4,62395000,31/3/22,28/2/22
MAS,31/12/21,USD,930000000,408000000,None,190000000,414000000,151000000,128000000,64000000,350000000,478000000,-12000000,-1298000000,155000000,1026000000,1026000000,None,254000000,211000000,None,None,None,None,-1021000000,None,-380000000,None,410000000,5575000000,3422000000,926000000,926000000,1216000000,1171000000,2270000000,896000000,1143000000,956000000,388000000,568000000,0,18000000,926000000,-817000000,114000000,5497000000,1939000000,1045000000,67000000,10000000,41000000,3581000000,23000000,2959000000,10000000,2949000000,3000000000,884000000,437000000,78000000,None,-652000000,241000000,241200000,2863000000,7915000000,7049000000,5512000000,1405000000,1413000000,None,1555000000,6000000,-278000000,-82000000,278000000,8193000000,-439000000,111000000,34000000,620000000,210000000,438000000,410000000,784000000,898000000,932000000,Common Stock,Masco Corporation,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,62996,NYSE,USD,USA,MANUFACTURING,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES","17450 COLLEGE PARKWAY, LIVONIA, MI, US",December,31/12/21,13587010000,1171000000,34.96,1.539,0.409,0.985,0.0203,1.62,33.63,0.049,0.122,0.112,1.916,8375000000,2863000000,1.62,-0.273,0.087,75.27,34.96,13.87,1.622,259.51,1.917,14.37,1.352,70.69,51.13,64.23,61.77,239926000,14/3/22,24/2/22
MA,31/12/21,USD,9463000000,2317000000,None,1580000000,2571000000,424000000,814000000,484000000,None,8687000000,-5272000000,-6555000000,None,5904000000,5904000000,None,1741000000,1741000000,None,None,None,None,-5843000000,None,-2364000000,None,8678000000,37669000000,16949000000,7421000000,7421000000,None,3006000000,23314000000,1907000000,1614000000,11333000000,3671000000,7662000000,473000000,1834000000,473000000,853000000,6994000000,30257000000,13162000000,738000000,1873000000,792000000,792000000,17740000000,None,27922000000,792000000,13109000000,13901000000,1364000000,3591000000,7312000000,42588000000,45648000000,140500,982000000,10176000000,18884000000,8708000000,4489000000,10082000000,7982000000,None,8802000000,11000000,-431000000,225000000,431000000,30490000000,0,None,726000000,10298000000,1620000000,431000000,9332000000,8549000000,10082000000,11455000000,Common Stock,Mastercard Incorporated,"Mastercard Incorporated is an American multinational financial services corporation headquartered in the Mastercard International Global Headquarters in Purchase, New York. The Global Operations Headquarters is located in O'Fallon, Missouri, a municipality of St. Charles County, Missouri. Throughout the world, its principal business is to process payments between the banks of merchants and the card-issuing banks or credit unions of the purchasers who use the Mastercard brand debit, credit and prepaid cards to make purchases. Mastercard Worldwide has been a publicly traded company since 2006.",1141391,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","2000 PURCHASE STREET, PURCHASE, NY, US",December,31/12/21,3.63636E+11,10994000000,42.13,1.621,7.46,1.81,0.0053,8.76,19.11,0.46,0.544,0.18,1.247,18884000000,18884000000,8.76,0.355,0.266,429.99,42.13,35.21,19.26,49.46,19.47,32.07,1.071,400,305.6,366.27,359.7,969729000,9/5/22,7/4/22
MTCH,31/12/21,USD,1908717000,190639000,13840000,482234000,32278000,69961000,79971000,34021000,None,276554000,-939825000,111106000,None,0,0,None,None,None,None,0,0,0,58424000,None,1163778000,None,277723000,5063288000,1218252000,815384000,827202000,None,188482000,3958618000,163256000,181742000,3183693000,771697000,2411996000,None,None,11818000,202568000,163150000,5598184000,1168295000,37871000,262131000,100500000,99927000,4203108000,None,5480400000,100500000,3829421000,5480400000,768366000,116051000,-203769000,None,-8144514000,283000,283470334,1134130000,2983277000,1849147000,839308000,851679000,981280000,241049000,1691888000,None,-130493000,None,130493000,2981477000,None,41402000,28559000,257826000,-19897000,130493000,277214000,135423000,851679000,416878000,Common Stock,Match Group Inc,"Match Group, Inc. offers dating products globally. The company is headquartered in Dallas, Texas.",891103,NASDAQ,USD,USA,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC","152 WEST 57TH ST, 42ND FLOOR, NEW YORK, NY, US",December,31/12/21,32050883000,921640000,121.87,0.846,13.72,0,0,0.929,10.85,0.0931,0.285,0.132,0.499,2983277000,2143969000,0.929,-0.1,0.237,149.73,121.87,30.3,10.74,10.97,11.25,73.48,1.21,182,100.6,120.07,142.37,283085000,19/12/18,10/11/15
MKC,30/11/21,USD,828300000,364700000,None,34900000,176300000,186300000,278000000,22600000,153700000,755300000,-908600000,22000000,-346700000,8600000,8600000,None,700000,363300000,None,None,1001500000,None,4900000,None,-58300000,None,755300000,12905800000,2195800000,351700000,351700000,1182300000,549500000,10314800000,1140300000,1061900000,8788300000,3452500000,5335800000,None,137300000,None,70600000,202200000,8480300000,3223800000,1064200000,None,1316900000,539100000,5752000000,118200000,4743600000,770300000,3973300000,5282700000,850200000,490900000,4411000000,None,2782400000,2055100000,267600000,2494600000,6317900000,3823300000,3823300000,1015100000,1404100000,87300000,1597600000,None,-136600000,-127300000,136600000,-200000,17300000,124600000,44600000,948000000,192700000,136600000,755300000,800200000,1084600000,1129200000,Common Stock,McCormick & Company Incorporated,"McCormick & Company is an American multinational food company that manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavoring products to retail outlets, food manufacturers, and foodservice businesses.",63754,NYSE,USD,USA,MANUFACTURING,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,"18 LOVETON CIRCLE, P O BOX 6000, SPARKS, MD, US",November,30/11/21,25744642000,1281600000,34.36,5.2,16.5,1.36,0.0153,2.8,23.64,0.12,0.175,0.0554,0.181,6317900000,2505600000,2.8,-0.027,0.111,95.41,34.36,30.4,4.075,5.93,4.939,25.6,0.454,103.76,77.55,96.78,88.34,249743000,10/1/22,30/12/21
MCD,31/12/21,USD,9141500000,3601200000,4645100000,206500000,-309900000,329700000,2414200000,-309900000,-62200000,8907700000,-2165700000,-5595600000,15100000,845500000,845500000,None,3918600000,3918600000,None,None,1154400000,None,-559800000,None,1260100000,-120100000,7545200000,53854300000,7148500000,4709200000,4709200000,55600000,1872400000,46705800000,24720600000,17196000000,2782500000,None,2782500000,1201200000,1201200000,None,511900000,4449500000,74047300000,4020000000,1006800000,738300000,None,705000000,54435300000,13020900000,35622700000,0,35622700000,35622700000,1571000000,1081000000,-4601000000,67810200000,57534700000,16600000,745700000,18977000000,23222900000,4245900000,10642700000,10356000000,2377800000,None,4148100000,None,-1185800000,-1185800000,1185800000,97800000,None,1530700000,1868100000,9127900000,1582700000,1185800000,8907700000,7558300000,10313700000,12181800000,Common Stock,McDonald's Corporation,"McDonald's Corporation is an American fast food company, founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States. They rechristened their business as a hamburger stand, and later turned the company into a franchise, with the Golden Arches logo being introduced in 1953 at a location in Phoenix, Arizona.",63908,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,"110 NORTH CARPENTER STREET, CHICAGO, IL, US",December,31/12/21,1.864E+11,11627500000,24.86,3.173,-8.97,5.25,0.0223,10.04,30.89,0.325,0.42,0.115,0,23222901000,12580200000,10.04,0.189,0.131,284.15,24.86,24.69,8.03,-,9.96,21.72,0.602,271.15,199.41,259.56,245.52,747245000,15/3/22,28/2/22
MCK,31/3/21,USD,4542000000,745000000,None,1101000000,2039000000,344000000,641000000,-1145000000,2276000000,-4340000000,-415000000,-1693000000,0,770000000,770000000,None,276000000,276000000,None,None,500000000,None,-678000000,None,2434000000,None,-4539000000,65015000000,45382000000,6278000000,6547000000,19246000000,19181000000,20055000000,2581000000,2214000000,12371000000,2878000000,9493000000,269000000,None,269000000,677000000,2581000000,67832000000,44103000000,38975000000,None,742000000,0,19466000000,206000000,7148000000,720000000,6406000000,7148000000,3996000000,1715000000,-21000000,13670000000,8202000000,2000000,158800000,12148000000,2.38047E+11,2.44086E+11,2.2608E+11,-5040000000,8849000000,None,17188000000,12000000,-217000000,-217000000,217000000,2.38228E+11,30000000,321000000,887000000,-5234000000,-695000000,217000000,-4538000000,-4316000000,-5017000000,-4130000000,Common Stock,McKesson Corporation,"McKesson Corporation is an American company distributing pharmaceuticals and providing health information technology, medical supplies, and care management tools.",927653,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","6555 STATE HWY 161, IRVING, TX, UNITED STATES",March,31/12/21,41251373000,3517000000,30.54,26.75,36.68,1.78,0.007,9.02,1655.97,0.0055,0.0105,0.0269,0.14,2.57006E+11,11967000000,9.02,-0.517,0.096,302.34,30.54,11.76,0.161,5.04,0.178,13.82,0.745,282.73,168.63,254.46,216.17,149798000,1/4/22,28/2/22
MDT,30/4/21,USD,6240000000,798000000,None,531000000,683000000,2702000000,1355000000,761000000,-78000000,3630000000,-2866000000,-4136000000,-375000000,652000000,652000000,None,3120000000,3120000000,None,None,7172000000,None,-178000000,None,-762000000,None,3606000000,93083000000,22548000000,3593000000,10817000000,4313000000,5462000000,71532000000,5221000000,7479000000,59701000000,17740000000,41961000000,7257000000,None,7224000000,1955000000,2443000000,41481000000,8509000000,2106000000,368000000,11000000,2000000,34608000000,62000000,52976000000,11000000,28600000000,52976000000,3475000000,1756000000,51428000000,None,28594000000,0,1345400671,6470000000,28884000000,22414000000,10483000000,4484000000,10148000000,2493000000,14552000000,None,-925000000,-617000000,925000000,29809000000,336000000,919000000,1783000000,3871000000,265000000,1233000000,3630000000,3681000000,4796000000,6579000000,Common Stock,Medtronic plc,"Medtronic plc is an American-Irish registered medical device company that primarily operates in the United States. Medtronic has an operational and executive headquarters in Fridley, Minnesota in the US.",1613103,NYSE,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"20 ON HATCH, LOWER HATCH STREET, DUBLIN, IE",April,31/1/22,1.42098E+11,9903000000,29.17,1.771,39.14,2.47,0.0244,3.629,23.63,0.155,0.227,0.0476,0.0952,31785001000,19762000000,3.629,0.17,-0.002,124.28,29.17,16.69,4.471,2.633,4.79,17.43,0.769,134.37,97.76,104.34,119.7,1342570000,14/1/22,21/12/21
MRK,31/12/20,USD,41769000000,3348000000,None,626000000,2707000000,3214000000,4448000000,2033000000,674000000,26944000000,-16555000000,2593000000,-3986000000,840000000,840000000,None,6610000000,6610000000,None,None,7936000000,None,-638000000,None,28156000000,None,7067000000,91588000000,27764000000,8050000000,9849000000,5554000000,7851000000,57535000000,17000000000,18162000000,32983000000,14101000000,18882000000,2843000000,785000000,1787000000,5541000000,10211000000,66271000000,27327000000,4327000000,None,6431000000,4131000000,40219000000,None,27669000000,2300000000,25360000000,31800000000,12212000000,12306000000,25317000000,56787000000,47362000000,1788000000,2530000000,18184000000,47994000000,29810000000,15485000000,-10038000000,10468000000,13558000000,28222000000,59000000,-831000000,59000000,831000000,-145000000,886000000,1726000000,1900000000,8776000000,1709000000,831000000,7082000000,6626000000,9607000000,11507000000,Common Stock,Merck & Co. Inc,"Merck & Co. is an American multinational pharmaceutical company headquartered in Kenilworth, New Jersey. It is named after the Merck family, which set up Merck Group in Germany in 1668.",310158,NYSE,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"2000 GALLOPING HILL ROAD, KENILWORTH, NJ, US",December,31/12/21,1.9278E+11,20999999000,14.86,1.088,14.17,2.6,0.0362,5.14,19.25,0.268,0.368,0.121,0.403,48704000000,37066000000,5.14,0.548,0.08,92.58,14.86,10.54,3.958,5.39,4.298,15.86,0.447,90.54,65.98,78.15,77.57,2525940000,7/4/22,14/3/22
MET,31/12/21,USD,12596000000,29554000000,None,5222000000,885000000,2371000000,None,378000000,None,6575000000,-11187000000,-1375000000,None,4303000000,4797000000,494000000,1842000000,1647000000,195000000,None,29000000,0,-4678000000,None,34000000,None,6554000000,7.59708E+11,34461000000,20047000000,27223000000,None,None,35894000000,1100000000,1600000000,10507000000,972000000,9535000000,4.94821E+11,23500000000,7176000000,-44556000000,-3.75486E+11,6.91959E+11,341000000,None,None,341000000,341000000,9693000000,None,17715000000,341000000,13852000000,18056000000,6634000000,6.78003E+11,67482000000,18157000000,41197000000,12000000,825540267,-36592000000,71080000000,1.07672E+11,629000000,-61041000000,6149000000,None,12586000000,-949000000,-908000000,-920000000,908000000,43027000000,None,192000000,794000000,8105000000,1551000000,920000000,6575000000,-599000000,9013000000,9807000000,Common Stock,MetLife Inc,"MetLife, Inc. is the holding corporation for the Metropolitan Life Insurance Company (MLIC), better known as MetLife, and its affiliates. MetLife is among the largest global providers of insurance, annuities, and employee benefit programs, with 90 million customers in over 60 countries.",1099219,NYSE,USD,USA,FINANCE,LIFE INSURANCE,"200 PARK AVENUE, NEW YORK, NY, US",December,31/12/21,56567345000,9504000000,9.38,1.591,81.74,1.9,0.0282,7.31,82.39,0.0922,0.127,0.0073,0.0922,71080002000,20712000000,7.31,9.21,0.035,75.64,9.38,9.86,0.796,0.851,1.22,-,1.185,72.55,53.98,66.12,63,825078000,14/3/22,7/2/22
MTD,31/12/21,USD,908825000,229495000,None,194621000,190226000,67482000,107580000,66468000,118718000,768985000,-314108000,-590549000,None,999998000,999998000,None,None,None,None,None,None,None,-979535000,None,4310000,142000,768985000,3326798000,1269358000,98564000,98564000,414543000,647335000,2183604000,799365000,606476000,956072000,307450000,648622000,None,None,None,108916000,262507000,3155377000,1146538000,272911000,192648000,101134000,101134000,2173664000,None,1580808000,101134000,1580808000,1681942000,579845000,365801000,171421000,6259049000,5859272000,448000,22843103,2171553000,3717930000,1546377000,1546377000,989497000,943976000,169766000,1182056000,None,-43242000,None,43242000,3717930000,3106000,44982000,63075000,949361000,180376000,43242000,768985000,848686000,992603000,1055678000,Common Stock,Mettler-Toledo International Inc,"Mettler Toledo (NYSE: MTD) is a multinational manufacturer of scales and analytical instruments. It is the largest provider of weighing instruments for use in laboratory, industrial, and food retailing applications. The company also provides various analytical instruments, process analytics instruments, and end-of-line inspection systems.",1037646,NYSE,USD,USA,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,"1900 POLARIS PARKWAY, COLUMBUS, OH, US",December,31/12/21,31486570000,1073793000,41.74,2.66,7.5,0,0,32.82,160.74,0.207,0.271,0.205,338.69,3717930000,2171553000,32.78,0.101,0.106,1522,44.16,40,8.88,187.38,9.07,30.62,1.1,1714.75,1033.4,1522.88,1469.69,22805600,None,None
MGM,31/12/20,USD,1373423000,1380122000,None,442626000,269683000,310803000,490697000,236182000,-3107000,1208389000,1543645000,-2814095000,-2096217000,1753509000,1753509000,None,328979000,4789000,None,None,749775000,None,-1753509000,None,102973000,None,-1032724000,36494934000,5950659000,5101637000,5101637000,88323000,559917000,30745255000,14632091000,7474876000,5735026000,3643748000,2091278000,1447043000,1447043000,1447043000,200782000,443421000,29990208000,1856583000,142523000,None,80193000,112036000,23054104000,134287000,12376684000,0,12376684000,12376684000,1545079000,472084000,6504726000,None,3091007000,4943000,494317865,2492271000,5851185000,3358914000,3452711000,-642434000,2122333000,None,3479336000,None,-676380000,-779684000,676380000,5035620000,-89361000,None,1210556000,-1224296000,-191572000,802842000,-1319907000,-1061541000,-547916000,662640000,Common Stock,MGM Resorts International,MGM Resorts International is an American global hospitality and entertainment company operating destination resorts globally.,789570,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,"3600 LAS VEGAS BLVD S, LAS VEGAS, NV, US",December,31/12/21,20272597000,1701916000,18.72,4.2,13.38,0.01,0.0002,2.41,19.62,0.133,0.0596,0.0091,0.108,9454057000,4649531000,2.41,31.15,1.185,55.98,18.72,76.34,2.144,3.224,4.074,11.56,2.357,51.17,34.13,43.83,42.85,449304000,15/3/22,9/3/22
MCHP,31/3/21,USD,1916500000,400100000,None,35000000,45300000,1153300000,181600000,63700000,-18400000,349400000,-173300000,-1864200000,-615000000,None,None,None,388300000,388300000,None,60300000,3577800000,None,60300000,None,-121000000,None,349400000,16047200000,2200500000,313500000,315500000,768200000,930100000,13846700000,929900000,2379500000,10929900000,4256300000,6673600000,None,None,2000000,186700000,265400000,10243900000,1218700000,301300000,None,None,None,9025200000,None,7868500000,0,7868500000,7868500000,None,441800000,5803300000,552700000,3878100000,600000,555988669,3378800000,5438400000,2059600000,2059600000,998100000,610300000,836400000,2380700000,1700000,-356900000,1700000,356900000,5145900000,-3800000,160600000,992700000,339500000,-9900000,656500000,349400000,344800000,696400000,1689100000,Common Stock,Microchip Technology Incorporated,"Microchip Technology Inc. is a publicly-listed American corporation that manufactures microcontroller, mixed-signal, analog and Flash-IP integrated circuits.",827054,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"2355 W. CHANDLER BLVD., CHANDLER, AZ, UNITED STATES",March,31/12/21,40114749000,2758500000,42.34,0.947,10.44,0.852,0.0142,1.704,11.74,0.149,0.252,0.0621,0.174,6443800000,3378800000,1.704,8.02,0.3,96.68,42.34,13.81,6.23,6.88,7.37,18.35,1.551,89.68,63.93,79.2,77.32,555991000,8/3/22,18/2/22
MU,2/9/21,USD,12468000000,None,None,None,None,6214000000,10030000000,1446000000,-866000000,5861000000,-10589000000,-1781000000,None,1294000000,None,None,None,None,None,None,None,None,-1294000000,None,98000000,None,5861000000,58849000000,19907000000,7763000000,8633000000,4487000000,5311000000,6495000000,33764000000,None,1577000000,349000000,1228000000,2635000000,1765000000,870000000,502000000,1054000000,14916000000,6424000000,2090000000,74000000,155000000,155000000,7684000000,649000000,5968000000,155000000,None,7280000000,944000000,559000000,43933000000,4695000000,39051000000,122000000,1119000000,10423000000,27705000000,17282000000,17282000000,6283000000,894000000,2663000000,3676000000,37000000,-146000000,37000000,183000000,None,81000000,6130000000,6214000000,6255000000,394000000,None,5861000000,5792000000,6438000000,12652000000,Common Stock,Micron Technology Inc.,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho.",723125,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"8000 S FEDERAL WAY, PO BOX 6, BOISE, ID, US",August,30/11/21,1.00892E+11,14989000000,13.95,1.061,40.99,0.2,0.0023,6.46,26.42,0.249,0.29,0.0934,0.172,29618999000,10472000000,6.46,1.873,0.332,111.86,13.95,9.87,3.406,2.215,3.364,6.88,1.188,98.45,65.6,88.95,79.61,1119780000,18/1/22,31/12/21
MSFT,30/6/21,USD,76740000000,2438000000,None,10673000000,11609000000,11821000000,20622000000,6481000000,737000000,61271000000,-27577000000,-48486000000,None,27385000000,27385000000,None,16521000000,16521000000,None,1693000000,None,None,-25692000000,None,648000000,-29000000,61271000000,3.33779E+11,1.84406E+11,14224000000,1.30334E+11,2636000000,39008000000,1.52773E+11,59715000000,51351000000,57511000000,7800000000,49711000000,1.22266E+11,5984000000,1.1611E+11,13393000000,15075000000,1.91791E+11,88657000000,15163000000,88282000000,8072000000,8072000000,1.03134E+11,9629000000,58146000000,8072000000,50074000000,58146000000,11666000000,13427000000,1.41988E+11,None,57055000000,83111000000,7519000000,1.15856E+11,1.65936E+11,79977000000,52232000000,69916000000,25224000000,20716000000,48461000000,2131000000,-2346000000,2131000000,2346000000,1.68282E+11,98000000,9300000000,2521000000,71102000000,9831000000,2346000000,61271000000,59897000000,73448000000,75969000000,Common Stock,Microsoft Corporation,"Microsoft Corporation is an American multinational technology company which produces computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. Microsoft ranked No. 21 in the 2020 Fortune 500 rankings of the largest United States corporations by total revenue; it was the world's largest software maker by revenue as of 2016. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Amazon, and Facebook.",789019,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"ONE MICROSOFT WAY, REDMOND, WA, US",June,31/12/21,2.22889E+12,90829996000,31.67,2.34,21.34,2.36,0.0084,9.39,24.59,0.385,0.425,0.152,0.49,1.84903E+11,1.15856E+11,9.39,0.222,0.201,370.89,31.67,31.45,12.05,13.49,11.34,22.1,0.889,348.95,222.45,311.65,297.65,7496870000,10/3/22,16/2/22
MAA,31/12/21,USD,894967000,161173000,None,None,None,534415000,279635000,None,None,550702000,-253586000,-546398000,-44730000,None,None,None,489586000,470401000,3688000,None,None,None,None,None,94983000,None,533791000,11285182000,54302000,54302000,54302000,24015000,None,2315610000,2225783000,None,900000,900000,None,10867274000,42827000,42827000,42827000,255681000,5101090000,4151375000,None,None,None,4151375000,949715000,None,13550070000,None,None,13550070000,252487000,None,5965177000,None,-1255807000,31336000,115336876,1167865000,1778082000,610217000,1204598000,501916000,76784000,None,445521000,None,-105081000,51800000,156881000,220428000,33902000,None,533433000,547391000,13600000,156881000,533791000,534787000,704272000,1237705000,Common Stock,Mid-America Apartment Communities Inc,"Mid-America Apartment Communities (MAA) is a publicly traded real estate investment trust based in Memphis, Tennessee that invests in apartments in the Southeastern United States and the Southwestern United States.",912595,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"6815 POPLAR AVENUE, SUITE 500, GERMANTOWN, TN, US",December,31/12/21,23278130000,999283000,70.8,10.19,51.72,4.1,0.0216,4.6,15.5,0.3,0.261,0.0259,8.91,1778082000,1051185000,4.608,1.22,0.094,228.81,44.42,55.87,13.65,3.933,15.77,38.95,0.736,230.47,127.48,213.59,193.92,115341000,31/1/22,13/1/22
MRNA,31/12/20,USD,13620000000,47000000,None,5033000000,3667000000,232000000,284000000,1784000000,1394000000,12202000000,-8523000000,-873000000,None,857000000,857000000,None,None,None,None,0,None,None,-621000000,None,4224000000,None,-747100000,7337000000,6298000000,2624000000,4607608000,47000000,1400285000,797027000,387090000,None,None,None,None,5246456000,638848000,1983758000,21000000,2000000,4776000000,4389000000,18000000,8089224000,24328000,97421000,386567000,110000000,None,328000,None,194842000,34000000,3000000,2561000000,None,-2243518000,0,398787678,604584000,803395000,198811000,7933000,-763144000,188267000,1370339000,1561455000,14530000,-9891000,24715000,9891000,-62524000,-6084000,None,1011000,-744549000,2551000,9891000,-747064000,-745864000,-763144000,-733647000,Common Stock,Moderna Inc,"Moderna, Inc., a biotechnology company, develops messenger RNA-based vaccines and therapies for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and autoimmune diseases. The company is headquartered in Cambridge, Massachusetts.",1682852,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","200 TECHNOLOGY SQUARE, CAMBRIDGE, MA, US",December,31/12/21,63343448000,7772107000,9.36,0,25,0,0,16.69,29.52,0.597,0.643,0.372,1.096,11831395000,-574877000,16.69,0,30.65,266.83,9.36,5.17,5.35,5.84,4.291,6.52,1.485,497.49,117.34,200.41,277.94,405450000,None,None
